iter	Passed	Remaining
410	83137	220282
411	83338	220079
412	83543	219883
413	83739	219664
414	83941	219461
415	84142	219254
416	84162	218580
417	84366	218385
418	84567	218179
419	84792	218036
420	84995	217837
421	85193	217625
422	85389	217409
423	85594	217216
424	85791	217003
425	85983	216774
426	86199	216608
427	86397	216397
428	86604	216209
429	86797	215983
430	86989	215758
431	87198	215574
432	87435	215459
433	87712	215442
434	87983	215407
435	88193	215223
436	88411	215060
437	88621	214877
438	88808	214638
439	89003	214416
440	89204	214211
441	89522	214287
442	89838	214356
443	90051	214176
444	90278	214032
445	90504	213882
446	90715	213700
447	90945	213559
448	91136	213329
449	91334	213113
450	91539	212915
451	91651	212501
452	91850	212289
453	92050	212081
454	92258	211890
455	92477	211725
456	92502	211115
457	92716	210939
458	92924	210751
459	93128	210551
460	93325	210335
461	93520	210116
462	93796	210080
463	94070	210036
464	94313	209923
465	94527	209745
466	94732	209546
467	94931	209337
468	95129	209122
469	95344	208946
470	95602	208863
471	95806	208663
472	96018	208479
473	96219	208272
474	96434	208095
475	96691	208009
476	96950	207925
477	97201	207824
478	97435	207686
479	97670	207550
480	97883	207367
481	98087	207163
482	98282	206942
483	98492	206752
484	98701	206560
485	98905	206357
486	99128	206194
487	99343	206014
488	99546	205809
489	99814	205739
490	100084	205673
491	100316	205525
492	100565	205414
493	100820	205315
494	101035	205132
495	101247	204943
496	101443	204723
497	101644	204512
498	101845	204303
499	102038	204076
500	102235	203858
501	102433	203642
502	102634	203432
503	102884	203318
504	103140	203216
505	103393	203109
506	103595	202900
507	103799	202695
508	104010	202503
509	104202	202275
510	104422	202100
511	104650	201942
512	104867	201763
513	105085	201584
514	105291	201382
515	105505	201197
516	105712	200997
517	105995	200940
518	106250	200831
519	106493	200698
520	106691	200481
521	106886	200258
522	107087	200047
523	107280	199820
524	107483	199611
525	107690	199412
526	107900	199216
527	108113	199027
528	108307	198802
529	108501	198578
530	108701	198365
531	108896	198142
532	109090	197918
533	109291	197706
534	109495	197501
535	109723	197338
536	109917	197115
537	110114	196896
538	110320	196693
539	110525	196489
540	110752	196325
541	110965	196134
542	111200	195982
543	111418	195802
544	111648	195641
545	111912	195539
546	112141	195375
547	112337	195156
548	112540	194946
549	112744	194739
550	112798	194275
551	112999	194063
552	113194	193843
553	113398	193636
554	113707	193610
555	113966	193497
556	114185	193316
557	114384	193100
558	114594	192903
559	114794	192690
560	115007	192499
561	115204	192280
562	115417	192089
563	115625	191889
564	115824	191674
565	116038	191484
566	116245	191282
567	116467	191104
568	116672	190900
569	116871	190684
570	117081	190487
571	117280	190273
572	117508	190105
573	117796	190033
574	118062	189925
575	118266	189718
576	118461	189497
577	118665	189289
578	118879	189099
579	119198	189073
580	119474	188979
581	119597	188644
582	119800	188434
583	120005	188228
584	120213	188025
585	120411	187809
586	120620	187609
587	120833	187414
588	121055	187235
589	121261	187030
590	121457	186810
591	121675	186624
592	121872	186405
593	122073	186192
594	122281	185990
595	122492	185794
596	122708	185604
597	122917	185403
598	123120	185195
599	123329	184993
600	123531	184783
601	123746	184592
602	123952	184386
603	124158	184182
604	124383	184005
605	124607	183826
606	124829	183645
607	125047	183457
608	125259	183261
609	125599	183251
610	125899	183182
611	126128	183010
612	126336	182806
613	126544	182602
614	126757	182406
615	126963	182200
616	127179	182009
617	127233	181585
618	127455	181402
619	127675	181216
620	127883	181013
621	128092	180812
622	128317	180632
623	128586	180516
624	128870	180418
625	129123	180278
626	129343	180091
627	129616	179977
628	129846	179803
629	130064	179612
630	130267	179402
631	130474	179195
632	130686	178996
633	130887	178782
634	131088	178569
635	131302	178373
636	131509	178166
637	131737	177990
638	131954	177798
639	132166	177598
640	132377	177397
641	132594	177205
642	132874	177097
643	133167	177004
644	133395	176826
645	133664	176702
646	133969	176624
647	134214	176467
648	134440	176284
649	134647	176077
650	134860	175877
651	135059	175660
652	135265	175451
653	135472	175244
654	135680	175038
655	135891	174835
656	136100	174630
657	136313	174431
658	136519	174222
659	136721	174009
660	136926	173799
661	137138	173597
662	137338	173382
663	137555	173187
664	137759	172976
665	137972	172775
666	138182	172573
667	138383	172358
668	138610	172175
669	138817	171967
670	138836	171528
671	139041	171318
672	139242	171104
673	139439	170885
674	139652	170686
675	139852	170470
676	140052	170255
677	140305	170105
678	140564	169960
679	140815	169806
680	141092	169683
681	141373	169564
682	141630	169417
683	141876	169255
684	142112	169082
685	142325	168881
686	142533	168675
687	142751	168480
688	142970	168286
689	143177	168078
690	143382	167867
691	143583	167652
692	143781	167433
693	143987	167224
694	144189	167010
695	144385	166789
696	144588	166577
697	144688	166246
698	144892	166035
699	145100	165829
700	145299	165612
701	145508	165406
702	145707	165190
703	145905	164973
704	146122	164776
705	146321	164559
706	146522	164345
707	146730	164139
708	146928	163921
709	147152	163733
710	147355	163520
711	147556	163307
712	147756	163091
713	147961	162881
714	148178	162685
715	148420	162516
716	148636	162318
717	148835	162102
718	149075	161930
719	149281	161722
720	149477	161502
721	149689	161299
722	149887	161082
723	150088	160868
724	150307	160673
725	150506	160457
726	150718	160255
727	150918	160039
728	151117	159824
729	151334	159626
730	151530	159407
731	151587	159042
732	151795	158836
733	152008	158635
734	152212	158424
735	152423	158221
736	152631	158016
737	152864	157835
738	153072	157629
739	153294	157437
740	153499	157228
741	153715	157029
742	153938	156839
743	154146	156632
744	154359	156430
745	154572	156229
746	154785	156029
747	154997	155826
748	155217	155632
749	155243	155243
750	155485	155071
751	155699	154871
752	155908	154666
753	156114	154458
754	156328	154257
755	156547	154063
756	156775	153876
757	156999	153685
758	157203	153475
759	157402	153260
760	157627	153070
761	157981	153005
762	158264	152871
763	158482	152674
764	158739	152514
765	158988	152346
766	159196	152139
767	159400	151928
768	159596	151709
769	160024	151711
770	160237	151508
771	160459	151313
772	160674	151112
773	160878	150901
774	160894	150514
775	161113	150317
776	161316	150105
777	161535	149908
778	161746	149703
779	161980	149520
780	162242	149363
781	162490	149192
782	162718	149002
783	162932	148800
784	163157	148608
785	163374	148408
786	163587	148205
787	163833	148032
788	164039	147822
789	164246	147614
790	164459	147410
791	164664	147200
792	164880	146998
793	165090	146793
794	165309	146595
795	165513	146384
796	165716	146171
797	165929	145967
798	166138	145761
799	166159	145389
800	166376	145190
801	166590	144988
802	166825	144803
803	167041	144602
804	167062	144233
805	167265	144023
806	167480	143821
807	167684	143610
808	167892	143404
809	168107	143202
810	168394	143062
811	168670	142912
812	168901	142725
813	169117	142523
814	169321	142312
815	169550	142123
816	169768	141923
817	169976	141716
818	170194	141517
819	170396	141304
820	170630	141118
821	170857	140926
822	171097	140744
823	171379	140597
824	171630	140425
825	171926	140288
826	172174	140113
827	172468	139974
828	172687	139775
829	172907	139575
830	173114	139366
831	173328	139163
832	173531	138950
833	173737	138740
834	173792	138409
835	174012	138210
836	174217	137999
837	174430	137795
838	174643	137591
839	174851	137383
840	175077	137189
841	175296	136989
842	175514	136788
843	175720	136578
844	175943	136382
845	176158	136179
846	176370	135973
847	176593	135777
848	176799	135567
849	177023	135371
850	177228	135159
851	177441	134955
852	177656	134752
853	177862	134542
854	178087	134346
855	178294	134137
856	178511	133935
857	178789	133779
858	179039	133602
859	179302	133434
860	179566	133267
861	179833	133101
862	180106	132940
863	180362	132766
864	180607	132584
865	180834	132389
866	181056	132190
867	181296	132003
868	181403	131721
869	181624	131520
870	181656	131184
871	181893	130996
872	182123	130803
873	182485	130704
874	182778	130555
875	183044	130387
876	183270	130191
877	183481	129983
878	183498	129638
879	183733	129448
880	183946	129242
881	184186	129056
882	184407	128855
883	184663	128679
884	184891	128483
885	185120	128288
886	185357	128099
887	185576	127897
888	185798	127697
889	186009	127489
890	186223	127284
891	186431	127074
892	186657	126876
893	186875	126674
894	187090	126469
895	187301	126260
896	187511	126052
897	187721	125844
898	187935	125638
899	188134	125423
900	188381	125239
901	188606	125040
902	188809	124827
903	189023	124621
904	189227	124409
905	189441	124203
906	189657	123998
907	189860	123785
908	190077	123581
909	190290	123374
910	190504	123169
911	190722	122965
912	190931	122756
913	190954	122428
914	191171	122224
915	191371	122009
916	191586	121804
917	191791	121593
918	191993	121379
919	192205	121172
920	192411	120962
921	192626	120757
922	192835	120548
923	193035	120333
924	193254	120131
925	193465	119923
926	193696	119728
927	193926	119532
928	194147	119330
929	194376	119134
930	194588	118927
931	194806	118723
932	195023	118518
933	195244	118317
934	195491	118131
935	195704	117924
936	195940	117731
937	196155	117526
938	196415	117347
939	196650	117153
940	196868	116949
941	197082	116742
942	197304	116541
943	197514	116332
944	197723	116123
945	197929	115912
946	198142	115704
947	198347	115493
948	198573	115293
949	198782	115084
950	198992	114875
951	199202	114667
952	199405	114454
953	199637	114258
954	199843	114046
955	200056	113839
956	200270	113632
957	200473	113420
958	200706	113224
959	200913	113013
960	201122	112804
961	201333	112595
962	201559	112396
963	201937	112280
964	202137	112065
965	202335	111850
966	202555	111646
967	202754	111431
968	202985	111233
969	203200	111027
970	203405	110815
971	203618	110607
972	203822	110395
973	204057	110199
974	204263	109987
975	204483	109784
976	204700	109578
977	204919	109374
978	205152	109177
979	205392	108983
980	205636	108792
981	205900	108611
982	206156	108426
983	206411	108240
984	206462	107947
985	206692	107748
986	206912	107544
987	207130	107339
988	207363	107141
989	207588	106939
990	207824	106743
991	208044	106539
992	208265	106335
993	208483	106129
994	208702	105924
995	208963	105740
996	209184	105536
997	209418	105338
998	209627	105128
999	209845	104922
1000	210156	104763
1001	210445	104592
1002	210728	104418
1003	210951	104215
1004	211180	104014
1005	211392	103805
1006	211605	103596
1007	211854	103405
1008	212097	103210
1009	212317	103005
1010	212543	102802
1011	212773	102602
1012	212995	102397
1013	213255	102211
1014	213474	102005
1015	213718	101810
1016	213946	101608
1017	214282	101457
1018	214564	101281
1019	214810	101087
1020	215030	100880
1021	215269	100683
1022	215505	100484
1023	215750	100290
1024	216034	100113
1025	216294	99925
1026	216546	99733
1027	216813	99548
1028	217064	99355
1029	217290	99152
1030	217539	98958
1031	217761	98752
1032	217986	98547
1033	218227	98350
1034	218448	98143
1035	218680	97941
1036	218904	97736
1037	219119	97527
1038	219355	97327
1039	219578	97121
1040	219800	96915
1041	220014	96705
1042	220246	96503
1043	220457	96291
1044	220680	96085
1045	220921	95887
1046	221232	95719
1047	221510	95536
1048	221742	95334
1049	222002	95144
1050	222223	94936
1051	222451	94732
1052	222672	94524
1053	222899	94319
1054	223127	94115
1055	223360	93912
1056	223596	93711
1057	223831	93510
1058	224064	93307
1059	224312	93110
1060	224547	92908
1061	224766	92700
1062	224990	92493
1063	225219	92289
1064	225437	92079
1065	225655	91870
1066	225868	91659
1067	226090	91452
1068	226307	91242
1069	226533	91036
1070	226761	90831
1071	226978	90622
1072	227202	90415
1073	227420	90205
1074	227681	90013
1075	227919	89812
1076	228169	89615
1077	228428	89421
1078	228693	89230
1079	228974	89045
1080	229235	88852
1081	229494	88658
1082	229778	88474
1083	230056	88287
1084	230326	88097
1085	230589	87904
1086	230870	87718
1087	231118	87519
1088	231342	87310
1089	231562	87101
1090	231793	86896
1091	232040	86696
1092	232272	86491
1093	232490	86280
1094	232716	86073
1095	232965	85874
1096	233227	85679
1097	233506	85491
1098	233761	85294
1099	234008	85094
1100	234255	84893
1101	234506	84694
1102	234728	84485
1103	234962	84279
1104	235189	84072
1105	235416	83864
1106	235646	83657
1107	235861	83445
1108	236113	83246
1109	236366	83047
1110	236646	82858
1111	236892	82656
1112	237130	82452
1113	237387	82254
1114	237834	82122
1115	238070	81916
1116	238300	81708
1117	238578	81517
1118	238807	81309
1119	239077	81115
1120	239303	80906
1121	239546	80702
1122	239780	80496
1123	240035	80296
1124	240279	80093
1125	240508	79884
1126	240761	79684
1127	240984	79473
1128	241247	79276
1129	241480	79068
1130	241727	78865
1131	241984	78666
1132	242226	78461
1133	242482	78261
1134	242724	78056
1135	242974	77854
1136	243197	77643
1137	243467	77447
1138	243700	77239
1139	243951	77037
1140	244179	76827
1141	244460	76634
1142	244714	76432
1143	244966	76230
1144	245206	76024
1145	245439	75816
1146	245687	75612
1147	245918	75403
1148	246175	75202
1149	246396	74990
1150	246655	74789
1151	246891	74581
1152	247097	74365
1153	247322	74153
1154	247545	73942
1155	247782	73734
1156	247995	73519
1157	248208	73305
1158	248426	73091
1159	248660	72883
1160	248904	72677
1161	249118	72463
1162	249355	72255
1163	249590	72046
1164	249806	71832
1165	250078	71634
1166	250303	71423
1167	250523	71210
1168	250735	70995
1169	250946	70779
1170	251186	70572
1171	251397	70356
1172	251614	70143
1173	251835	69930
1174	252074	69722
1175	252283	69506
1176	252493	69290
1177	252716	69078
1178	252929	68863
1179	253162	68654
1180	253380	68440
1181	253602	68227
1182	253821	68014
1183	254040	67801
1184	254256	67587
1185	254468	67371
1186	254686	67158
1187	254911	66946
1188	255118	66729
1189	255351	66520
1190	255594	66312
1191	255839	66106
1192	256083	65898
1193	256328	65692
1194	256607	65494
1195	256853	65287
1196	257079	65075
1197	257286	64858
1198	257508	64645
1199	257723	64430
1200	257945	64217
1201	258157	64002
1202	258367	63786
1203	258596	63575
1204	258898	63381
1205	259171	63181
1206	259428	62976
1207	259671	62768
1208	259891	62554
1209	260114	62341
1210	260339	62128
1211	260559	61915
1212	260782	61701
1213	260997	61487
1214	261216	61273
1215	261456	61063
1216	261678	60850
1217	261898	60636
1218	262101	60418
1219	262303	60200
1220	262531	59988
1221	262731	59770
1222	262950	59556
1223	263159	59339
1224	263358	59121
1225	263570	58905
1226	263775	58688
1227	264009	58477
1228	264213	58260
1229	264411	58041
1230	264621	57825
1231	264828	57608
1232	265048	57394
1233	265262	57179
1234	265462	56961
1235	265672	56745
1236	265873	56527
1237	266076	56310
1238	266299	56097
1239	266503	55879
1240	266703	55661
1241	266904	55443
1242	267098	55224
1243	267307	55008
1244	267507	54790
1245	267750	54581
1246	267959	54365
1247	268167	54149
1248	268383	53934
1249	268584	53716
1250	268796	53501
1251	269002	53284
1252	269204	53067
1253	269554	52879
1254	269746	52659
1255	269946	52441
1256	270153	52225
1257	270348	52006
1258	270565	51792
1259	270795	51580
1260	271001	51363
1261	271209	51147
1262	271416	50930
1263	271617	50713
1264	271848	50501
1265	272055	50285
1266	272265	50069
1267	272469	49852
1268	272676	49636
1269	272907	49424
1270	273108	49206
1271	273311	48989
1272	273516	48773
1273	273729	48557
1274	273953	48344
1275	274184	48132
1276	274393	47916
1277	274607	47701
1278	274832	47488
1279	275071	47277
1280	275283	47062
1281	275521	46851
1282	275737	46636
1283	275972	46425
1284	276179	46209
1285	276380	45991
1286	276596	45777
1287	276799	45560
1288	277013	45345
1289	277243	45132
1290	277448	44916
1291	277652	44699
1292	277855	44482
1293	278092	44271
1294	278304	44055
1295	278508	43839
1296	278725	43624
1297	278934	43408
1298	279171	43197
1299	279377	42981
1300	279590	42765
1301	279801	42550
1302	280004	42333
1303	280243	42122
1304	280447	41905
1305	280656	41690
1306	280865	41474
1307	281065	41257
1308	281303	41045
1309	281504	40828
1310	281711	40612
1311	281920	40397
1312	282125	40180
1313	282346	39966
1314	282572	39753
1315	282779	39537
1316	282990	39322
1317	283195	39105
1318	283431	38893
1319	283631	38677
1320	283842	38461
1321	284079	38249
1322	284286	38033
1323	284518	37821
1324	284722	37604
1325	284923	37388
1326	285145	37174
1327	285347	36957
1328	285588	36746
1329	285799	36530
1330	286006	36314
1331	286221	36100
1332	286433	35884
1333	286692	35675
1334	286908	35460
1335	287126	35246
1336	287340	35030
1337	287670	34830
1338	287955	34623
1339	288174	34408
1340	288394	34194
1341	288628	33981
1342	288888	33771
1343	289130	33559
1344	289340	33344
1345	289555	33128
1346	289774	32914
1347	289984	32698
1348	290196	32483
1349	290402	32266
1350	290617	32051
1351	290829	31836
1352	291061	31623
1353	291275	31407
1354	291480	31191
1355	291724	30979
1356	291934	30763
1357	292157	30549
1358	292359	30333
1359	292567	30117
1360	292783	29902
1361	292990	29686
1362	293217	29472
1363	293426	29256
1364	293632	29040
1365	293855	28826
1366	294070	28611
1367	294298	28397
1368	294497	28180
1369	294706	27964
1370	294921	27749
1371	295027	27524
1372	295225	27307
1373	295603	27107
1374	295806	26891
1375	296015	26675
1376	296233	26460
1377	296445	26245
1378	296654	26029
1379	296863	25814
1380	297078	25599
1381	297292	25383
1382	297505	25168
1383	297737	24954
1384	297943	24738
1385	298142	24522
1386	298359	24307
1387	298573	24092
1388	298806	23878
1389	299010	23662
1390	299216	23446
1391	299436	23232
1392	299643	23016
1393	299853	22800
1394	300092	22587
1395	300310	22372
1396	300527	22157
1397	300748	21943
1398	300976	21728
1399	301186	21513
1400	301394	21297
1401	301612	21082
1402	301822	20867
1403	302055	20653
1404	302292	20439
1405	302504	20224
1406	302726	20009
1407	302941	19794
1408	303163	19579
1409	303374	19364
1410	303598	19149
1411	303822	18935
1412	304033	18719
1413	304272	18505
1414	304491	18290
1415	304717	18076
1416	304940	17861
1417	305161	17646
1418	305387	17432
1419	305606	17217
1420	305839	17003
1421	306069	16788
1422	306292	16573
1423	306535	16360
1424	306759	16145
1425	306972	15929
1426	307203	15715
1427	307423	15500
1428	307664	15286
1429	307878	15070
1430	308105	14856
1431	308332	14641
1432	308557	14426
1433	308806	14212
1434	309021	13997
1435	309261	13783
1436	309490	13568
1437	309713	13353
1438	309946	13138
1439	310158	12923
1440	310385	12708
1441	310594	12492
1442	310805	12277
1443	311031	12062
1444	311244	11846
1445	311462	11631
1446	311678	11416
1447	311888	11200
1448	312238	10989
1449	312436	10773
1450	312649	10558
1451	312867	10342
1452	313078	10127
1453	313311	9912
1454	313527	9696
1455	313733	9480
1456	313967	9266
1457	314181	9050
1458	314435	8836
1459	314665	8620
1460	314905	8406
1461	315165	8191
1462	315401	7976
1463	315638	7761
1464	315868	7546
1465	316111	7331
1466	316343	7116
1467	316583	6901
1468	316837	6686
1469	317053	6470
1470	317272	6254
1471	317502	6039
1472	317768	5824
1473	318002	5609
1474	318213	5393
1475	318455	5178
1476	318673	4962
1477	318899	4746
1478	319112	4531
1479	319325	4315
1480	319551	4099
1481	319768	3883
1482	320002	3668
1483	320221	3452
1484	320430	3236
1485	320656	3020
1486	320868	2805
1487	321095	2589
1488	321316	2373
1489	321529	2157
1490	321754	1942
1491	321964	1726
1492	322202	1510
1493	322458	1295
1494	322699	1079
1495	322918	863
1496	323131	647
1497	323355	431
1498	323568	215
1499	323783	0
