iter	Logloss
210	0.4785511304
211	0.4782301621
212	0.4779297186
213	0.4775561296
214	0.4772907686
215	0.4770109189
216	0.4767588527
217	0.4766082152
218	0.476428971
219	0.4763399673
220	0.4761014238
221	0.4759355773
222	0.4756125783
223	0.4753522126
224	0.4751354943
225	0.4748748691
226	0.4746337631
227	0.4744056923
228	0.4742513381
229	0.4740523114
230	0.4738042595
231	0.4734452397
232	0.4733032873
233	0.4731354291
234	0.4728065748
235	0.4725963395
236	0.4723782234
237	0.47217257
238	0.4719664813
239	0.4716395445
240	0.4714336284
241	0.4711582428
242	0.4709857406
243	0.470740292
244	0.4705314429
245	0.4703629687
246	0.4701481795
247	0.4699408527
248	0.4697834515
249	0.4695620873
250	0.4692488569
251	0.4690877848
252	0.4688881798
253	0.4686622525
254	0.4683954943
255	0.4681752964
256	0.4680363916
257	0.4678368534
258	0.467606882
259	0.4674572252
260	0.4673570086
261	0.4671652599
262	0.4669168641
263	0.4666808244
264	0.4666290097
265	0.4665001961
266	0.4664122549
267	0.4662543535
268	0.4660786486
269	0.4658817377
270	0.4656526447
271	0.4654847488
272	0.4653478878
273	0.4650247979
274	0.4647140197
275	0.4644248329
276	0.4642659919
277	0.4640801392
278	0.4639499196
279	0.463744047
280	0.4634700516
281	0.4632434727
282	0.4631376134
283	0.4628829687
284	0.462679467
285	0.4625756749
286	0.4623176851
287	0.4620789102
288	0.461904724
289	0.4616322205
290	0.4614173242
291	0.4612355792
292	0.4609772177
293	0.4608162697
294	0.4606981085
295	0.460361081
296	0.460212017
297	0.4600795693
298	0.4597673354
299	0.4596134564
300	0.4593746396
301	0.4591895749
302	0.4588137568
303	0.4587413034
304	0.4585661699
305	0.4584425501
306	0.4581614941
307	0.4578838556
308	0.4576846364
309	0.4574461776
310	0.4573090145
311	0.4571037296
312	0.4568533134
313	0.4567130039
314	0.4566132713
315	0.4565028837
316	0.4562895138
317	0.4560392844
318	0.4557951293
319	0.4555840246
320	0.4553436823
321	0.4551843242
322	0.4549447733
323	0.4547837449
324	0.4546948256
325	0.4543504094
326	0.4541397349
327	0.4539154884
328	0.4537896667
329	0.4535789479
330	0.4533034184
331	0.4530826703
332	0.4530167942
333	0.4528758474
334	0.4525866913
335	0.4524391582
336	0.4521910751
337	0.4520401189
338	0.4517237375
339	0.4516061189
340	0.4515493559
341	0.4513676559
342	0.4512048262
343	0.4511244346
344	0.4509657355
345	0.4507396684
346	0.450602175
347	0.4504838567
348	0.4503349699
349	0.4500774952
350	0.4498280618
351	0.4495892621
352	0.4494690762
353	0.4493583747
354	0.4490685943
355	0.4488226655
356	0.4486402223
357	0.4485533445
358	0.4484338399
359	0.4480491118
360	0.4478472459
361	0.4477244118
362	0.4476015394
363	0.4475373057
364	0.4473615439
365	0.4471716233
366	0.446994351
367	0.4467560404
368	0.446694393
369	0.4463618803
370	0.4461702825
371	0.4460790966
372	0.4459042808
373	0.4456559461
374	0.4455241115
375	0.4452546139
376	0.4450964244
377	0.4449396744
378	0.4447887677
379	0.4445585192
380	0.4444121202
381	0.4442128041
382	0.4439461624
383	0.4437164266
384	0.4435973406
385	0.4435328479
386	0.4433380769
387	0.4431432764
388	0.4429168612
389	0.4427653293
390	0.4426504234
391	0.4425613771
392	0.4423725323
393	0.4422824144
394	0.4421950149
395	0.4421340776
396	0.4419346728
397	0.4418904456
398	0.4417648244
399	0.4416445939
400	0.4414210535
401	0.4409414857
402	0.4407687996
403	0.4405834546
404	0.4404456869
405	0.4402444673
406	0.4401968557
407	0.4401178591
408	0.4399904339
409	0.4398488092
410	0.4396311026
411	0.4395632838
412	0.4394116451
413	0.4393344285
414	0.4390821381
415	0.4389846127
416	0.4388321912
417	0.4386785727
418	0.4385247229
419	0.4384199387
420	0.4383083404
421	0.4381256131
422	0.4380643941
423	0.437875977
424	0.4377544824
425	0.4376912092
426	0.4375557013
427	0.4373981144
428	0.4373119698
429	0.4371278452
430	0.4369872283
431	0.4367573712
432	0.4366480605
433	0.4365056344
434	0.4362465433
435	0.4360664263
436	0.4359324745
437	0.4357861663
438	0.4355624742
439	0.4354098128
440	0.4353012883
441	0.4350644284
442	0.4348979972
443	0.4347847482
444	0.4346183048
445	0.4344577821
446	0.4343310008
447	0.4341513364
448	0.4339797243
449	0.4339677769
450	0.43387492
451	0.4336725741
452	0.4334287087
453	0.4331793231
454	0.4331007528
455	0.4330099138
456	0.432988058
457	0.4328776334
458	0.4327917144
459	0.4326901492
460	0.4326295563
461	0.4324214973
462	0.4323499815
463	0.432252581
464	0.4322195582
465	0.4320486998
466	0.4319080369
467	0.4315581976
468	0.4313858582
469	0.4313047873
470	0.4312606566
471	0.4310860582
472	0.4310031821
473	0.4307869356
474	0.4305444895
475	0.4304946106
476	0.4303211121
477	0.4301867269
478	0.4300939782
479	0.4299440178
480	0.4298196208
481	0.4295515039
482	0.4294082451
483	0.4292407985
484	0.4290145127
485	0.4288341218
486	0.4287795326
487	0.4286577801
488	0.4284238724
489	0.42835491
490	0.428192897
491	0.4280545281
492	0.427890161
493	0.4277643915
494	0.4275147179
495	0.4271417452
496	0.4271205689
497	0.4269460996
498	0.4267794732
499	0.4264971407
500	0.4264057423
501	0.4262733806
502	0.4260792881
503	0.4258653761
504	0.4257219613
505	0.4256591749
506	0.4254298102
507	0.4253403869
508	0.4252414164
509	0.4249814302
510	0.4248392347
511	0.4246803784
512	0.4244618513
513	0.4241643303
514	0.4239852303
515	0.4238372452
516	0.4237578262
517	0.4235781706
518	0.4233917745
519	0.4231645277
520	0.4229730012
521	0.4229511616
522	0.4228275624
523	0.4226262696
524	0.4225443602
525	0.4224852481
526	0.422436887
527	0.4223426361
528	0.422206337
529	0.4220509879
530	0.4219320817
531	0.421828659
532	0.4217185746
533	0.4214143403
534	0.4212051462
535	0.4210670598
536	0.4209548127
537	0.420765762
538	0.4205440549
539	0.4203651155
540	0.4202847317
541	0.4201917059
542	0.4200685871
543	0.4199445169
544	0.4198179083
545	0.4196990825
546	0.4196665219
547	0.419553466
548	0.4194437755
549	0.4193477272
550	0.419185136
551	0.4189860993
552	0.4188191452
553	0.41878716
554	0.4186946604
555	0.418557255
556	0.418504376
557	0.4183308262
558	0.4182328133
559	0.4180013908
560	0.417798816
561	0.4177522464
562	0.4174861123
563	0.4173433265
564	0.4172023116
565	0.4170758149
566	0.4168981129
567	0.4167395999
568	0.4165584296
569	0.4162579987
570	0.4161607511
571	0.4160886629
572	0.4159735915
573	0.4157515668
574	0.4155261374
575	0.4153742247
576	0.4152208732
577	0.4149876369
578	0.4148602522
579	0.4147022694
580	0.4145353456
581	0.4142027369
582	0.4140170494
583	0.4138478097
584	0.413697852
585	0.4135093582
586	0.4133459357
587	0.4132947535
588	0.4131749634
589	0.4129895804
590	0.4127838594
591	0.4127069508
592	0.4125902598
593	0.4124647224
594	0.4123131854
595	0.4121473117
596	0.4119404033
597	0.4117149378
598	0.4115814391
599	0.4112827068
600	0.4110662239
601	0.4109705809
602	0.4107870513
603	0.4106211797
604	0.4105418298
605	0.4102819801
606	0.4101879166
607	0.4100954396
608	0.4098270245
609	0.4095720003
610	0.4092775135
611	0.4090994205
612	0.4088629413
613	0.4086677227
614	0.4084818362
615	0.4082592496
616	0.4081129861
617	0.4079188702
618	0.4077099298
619	0.407564626
620	0.407460506
621	0.4073018264
622	0.4070789756
623	0.4068606021
624	0.4067283025
625	0.406627971
626	0.406468883
627	0.4063008036
628	0.4060913316
629	0.4059329668
630	0.4057713542
631	0.4056731365
632	0.4055687364
633	0.4054403876
634	0.4051943521
635	0.4049971545
636	0.4048800809
637	0.4046165857
638	0.4043581747
639	0.4041915646
640	0.4039324467
641	0.4038445879
642	0.4037398968
643	0.4035306562
644	0.4033349803
645	0.4031701968
646	0.4030096793
647	0.4027972177
648	0.4027461141
649	0.4024786512
650	0.4023544442
651	0.402153559
652	0.4019717174
653	0.4018802201
654	0.4017989931
655	0.401609066
656	0.401404604
657	0.4012745983
658	0.4010737296
659	0.4009127194
660	0.4007511498
661	0.4006312209
662	0.4005108133
663	0.4003599862
664	0.4002230569
665	0.4001522333
666	0.399946289
667	0.3998501758
668	0.3996839548
669	0.3994674769
670	0.399397303
671	0.3993481812
672	0.3991322036
673	0.3989028983
674	0.3987395893
675	0.3985273285
676	0.3983753334
677	0.3982498168
678	0.3980577335
679	0.3980326758
680	0.3979610764
681	0.3978155534
682	0.3976960394
683	0.3975024702
684	0.397310119
685	0.3972282311
686	0.3971827844
687	0.3969589888
688	0.3968041184
689	0.3966406279
690	0.3964890073
691	0.3963499964
692	0.396122431
693	0.3959858184
694	0.3958426746
695	0.3956441171
696	0.3954905172
697	0.3953370089
698	0.3951909753
699	0.3950403558
700	0.3949245124
701	0.3947447987
702	0.394559602
703	0.3944350162
704	0.3942554171
705	0.3941640228
706	0.394004161
707	0.3938638466
708	0.3936770965
709	0.3935450267
710	0.3934018592
711	0.3932912754
712	0.393070473
713	0.3928798776
714	0.3927131709
715	0.3925534013
716	0.3923631216
717	0.3921918477
718	0.392113921
719	0.3918976706
720	0.3918191099
721	0.3915785701
722	0.3913573337
723	0.3911794875
724	0.3910429064
725	0.3908898139
726	0.3907095901
727	0.3905981093
728	0.390371869
729	0.3902121125
730	0.3899890699
731	0.3898665976
732	0.3897223014
733	0.3896492632
734	0.3894551969
735	0.3893512974
736	0.389142976
737	0.3889251334
738	0.3886807423
739	0.3885458612
740	0.3883527117
741	0.3881190564
742	0.388046289
743	0.3878546416
744	0.3875280028
745	0.3872844318
746	0.3871059261
747	0.3868888916
748	0.3866392344
749	0.386466471
750	0.3862282492
751	0.386023441
752	0.3858941751
753	0.3856962842
754	0.3855522005
755	0.3853877795
756	0.3851911747
757	0.3849803878
758	0.3847300248
759	0.3845084954
760	0.3842992973
761	0.384058001
762	0.3838705056
763	0.3836270504
764	0.3834123512
765	0.3832216566
766	0.3830764045
767	0.3828533382
768	0.3826558465
769	0.3824250183
770	0.3822057748
771	0.3820550006
772	0.3818289504
773	0.3816499938
774	0.3813397328
775	0.3812446433
776	0.3809637656
777	0.3807782956
778	0.380590956
779	0.3803952037
780	0.3801707445
781	0.3799606878
782	0.3797382014
783	0.3795653554
784	0.3794394779
785	0.3792330566
786	0.3790177123
787	0.3788763349
788	0.378737141
789	0.3786007622
790	0.3783998581
791	0.3782385807
792	0.3780415177
793	0.3777970395
794	0.3776030079
795	0.3774098754
796	0.377266105
797	0.3771020383
798	0.3769330773
799	0.3767643565
800	0.3765956226
801	0.3763311628
802	0.3762306297
803	0.3760459321
804	0.3758464955
805	0.3756169823
806	0.3754318227
807	0.3753324116
808	0.3752700057
809	0.3750422066
810	0.3748630248
811	0.3746404683
812	0.3744828088
813	0.3742912687
814	0.3740717913
815	0.3738775809
816	0.3737135107
817	0.3736118801
818	0.3734764272
819	0.3732596276
820	0.3730894212
821	0.3729323818
822	0.3727741489
823	0.3725923979
824	0.3724059257
825	0.3722177722
826	0.3720093063
827	0.3718065586
828	0.3716634859
829	0.3713587279
830	0.3711639846
831	0.3709976646
832	0.3707785698
833	0.3706213233
834	0.3704074133
835	0.3702166221
836	0.3700555298
837	0.3698364297
838	0.3696051679
839	0.369534415
840	0.3694790219
841	0.3692689297
842	0.3690719095
843	0.3688694703
844	0.3687661149
845	0.3686198846
846	0.3684751182
847	0.3682618074
848	0.3681199005
849	0.3679662656
850	0.36776415
851	0.3675793221
852	0.3673868667
853	0.3671331344
854	0.3669658623
855	0.3667949441
856	0.3666112363
857	0.3664432488
858	0.3661813599
859	0.3659999217
860	0.365767731
861	0.3655996658
862	0.3654465528
863	0.3652230136
864	0.3650743028
865	0.3648864571
866	0.3647185361
867	0.3645617368
868	0.3643915958
869	0.3641880063
870	0.3639758027
871	0.3638450008
872	0.3634852409
873	0.3633403365
874	0.3631567104
875	0.3629788852
876	0.3627928043
877	0.3625997475
878	0.3624624518
879	0.362353961
880	0.3621913064
881	0.3620306766
882	0.3619014859
883	0.3617134972
884	0.3615010933
885	0.3612974026
886	0.3611785645
887	0.3610428002
888	0.3608782046
889	0.3606971832
890	0.3605169526
891	0.360376107
892	0.360187337
893	0.3600611958
894	0.3598886826
895	0.3597037441
896	0.3594159463
897	0.35932448
898	0.3592262727
899	0.3590771937
900	0.3589145375
901	0.3587195599
902	0.3586331788
903	0.3584245713
904	0.3582588552
905	0.358094717
906	0.3579438848
907	0.3577984856
908	0.3576199067
909	0.357436365
910	0.3572289506
911	0.3570746058
912	0.3569433146
913	0.3568013031
914	0.3565996145
915	0.3564496154
916	0.3562721422
917	0.3561075236
918	0.3559183536
919	0.3557111868
920	0.3555619585
921	0.3554173953
922	0.3552628721
923	0.3550523408
924	0.3548833548
925	0.3547188452
926	0.3545936638
927	0.354507784
928	0.35430433
929	0.354146513
930	0.3539789921
931	0.3537883769
932	0.353576014
933	0.3534419317
934	0.3532621269
935	0.3530657821
936	0.3528943779
937	0.3527453225
938	0.3525883286
939	0.3524614308
940	0.3522493526
941	0.3520991868
942	0.351769447
943	0.3516365054
944	0.3514579391
945	0.3512525113
946	0.3510998186
947	0.3509508459
948	0.350866819
949	0.3507110326
950	0.3506045
951	0.3504124298
952	0.3502650236
953	0.3501526091
954	0.3499750582
955	0.3497832701
956	0.3495989539
957	0.3494037075
958	0.3492654237
959	0.349097431
960	0.348891579
961	0.348741938
962	0.3485899421
963	0.3483616286
964	0.3482010582
965	0.3480628313
966	0.3479376955
967	0.3478451318
968	0.3477316756
969	0.3475781561
970	0.3474338343
971	0.3472304672
972	0.3471049009
973	0.3469600593
974	0.3468242959
975	0.3466463559
976	0.3465258695
977	0.3463371211
978	0.3461735131
979	0.3460249194
980	0.3459009013
981	0.3457822191
982	0.3456231234
983	0.3454911019
984	0.3452723343
985	0.3450839186
986	0.3449164912
987	0.3447584602
988	0.3445639612
989	0.3444077041
990	0.3442325396
991	0.3439213305
992	0.3437734295
993	0.3436564531
994	0.3435347888
995	0.3433584148
996	0.343208259
997	0.3429997271
998	0.3428434594
999	0.3426739282
1000	0.3425196923
1001	0.3423653827
1002	0.3421385529
1003	0.3420286906
1004	0.3418838332
1005	0.3417815861
1006	0.3416402
1007	0.3414774978
1008	0.3413322236
1009	0.3412055782
1010	0.3410286711
1011	0.3408778784
1012	0.3407798877
1013	0.3406413528
1014	0.3405170262
1015	0.3404569006
1016	0.3403281729
1017	0.3402290767
1018	0.3400534118
1019	0.3399108477
1020	0.3396867292
1021	0.3395807926
1022	0.3394350989
1023	0.339261055
1024	0.3391413431
1025	0.339012238
1026	0.3388677028
1027	0.3387371087
1028	0.3385707023
1029	0.338347694
1030	0.3382002852
1031	0.3380312211
1032	0.3378668607
1033	0.3377062115
1034	0.3376132106
1035	0.3374686211
1036	0.3372997616
1037	0.337190917
1038	0.3370460296
1039	0.33688366
1040	0.3367105435
1041	0.3365406987
1042	0.3362760978
1043	0.3361422223
1044	0.3359668868
1045	0.3358364846
1046	0.3357495626
1047	0.3355627452
1048	0.3353769005
1049	0.3352447444
1050	0.3350590465
1051	0.3349148998
1052	0.3347639887
1053	0.3346667892
1054	0.3345179312
1055	0.334307933
1056	0.3341632331
1057	0.3340563977
1058	0.3338760776
1059	0.3335097561
1060	0.333424388
1061	0.3332610356
1062	0.3331485973
1063	0.3329915919
1064	0.3328709938
1065	0.3326904612
1066	0.3325634742
1067	0.3324336041
1068	0.332281765
1069	0.33199392
1070	0.3318627263
1071	0.3317025998
1072	0.3315591624
1073	0.3314156805
1074	0.3312984588
1075	0.3312119086
1076	0.331076431
1077	0.3309358136
1078	0.3308371972
1079	0.3306950079
1080	0.3305693916
1081	0.3304727979
1082	0.3302854388
1083	0.3301094772
1084	0.3299451891
1085	0.3298176098
1086	0.32966602
1087	0.3295958638
1088	0.3294740608
1089	0.3292380214
1090	0.3290571341
1091	0.3289146809
1092	0.3287502272
1093	0.3286471669
1094	0.3285364362
1095	0.3283875475
1096	0.3282532039
1097	0.3281255004
1098	0.3279362301
1099	0.3278132434
1100	0.3276862716
1101	0.3275168488
1102	0.3273488872
1103	0.3272344696
1104	0.327101341
1105	0.3269473088
1106	0.3267610196
1107	0.3266129257
1108	0.3264795311
1109	0.3263172597
1110	0.3262413123
1111	0.3260660283
1112	0.3260171359
1113	0.3259009372
1114	0.325832338
1115	0.3257343887
1116	0.3256941137
1117	0.3255715726
1118	0.3254161407
1119	0.325273222
1120	0.325102573
1121	0.3249481888
1122	0.3247986668
1123	0.3246480925
1124	0.3245218698
1125	0.3244102368
1126	0.3242863439
1127	0.3241403247
1128	0.324059529
1129	0.3239066018
1130	0.3237915156
1131	0.3236775759
1132	0.3235759435
1133	0.323428143
1134	0.3233268497
1135	0.323268023
1136	0.3232282223
1137	0.323042065
1138	0.3229119285
1139	0.3227886945
1140	0.3226258293
1141	0.3224851062
1142	0.3223276958
1143	0.3222394971
1144	0.3222013756
1145	0.322105894
1146	0.3219813671
1147	0.3218470562
1148	0.3217261343
1149	0.3216069349
1150	0.3214858984
1151	0.3213788706
1152	0.3212618693
1153	0.3211348571
1154	0.3209656217
1155	0.3208446607
1156	0.3207125609
1157	0.3206048465
1158	0.3204215858
1159	0.3203309333
1160	0.3201964116
1161	0.3200403275
1162	0.3199234029
1163	0.3198044587
1164	0.319633514
1165	0.3196042475
1166	0.3194946413
1167	0.3193411483
1168	0.3192952329
1169	0.3191782787
1170	0.3189753796
1171	0.3188171723
1172	0.3186654875
1173	0.3185190669
1174	0.3183975107
1175	0.3182828894
1176	0.3181156687
1177	0.3179956667
1178	0.3178117039
1179	0.3176928116
1180	0.317601674
1181	0.3174898459
1182	0.3174600051
1183	0.3173209055
1184	0.3171985606
1185	0.3171078296
1186	0.3170375616
1187	0.3169331868
1188	0.3168326433
1189	0.3167198448
1190	0.3165711987
1191	0.3164836764
1192	0.3163917005
1193	0.3162908362
1194	0.3161809972
1195	0.316045527
1196	0.3158979961
1197	0.315768911
1198	0.3156333712
1199	0.3155198189
