iter	Passed	Remaining
195	8561	43854
196	8602	43798
197	8643	43739
198	8686	43696
199	8727	43637
200	8771	43595
201	8812	43537
202	8853	43481
203	8893	43421
204	8934	43363
205	8974	43306
206	9015	43247
207	9062	43219
208	9102	43162
209	9143	43106
210	9184	43050
211	9230	43018
212	9274	42977
213	9315	42921
214	9356	42865
215	9396	42807
216	9436	42748
217	9483	42721
218	9524	42663
219	9564	42606
220	9606	42553
221	9649	42512
222	9691	42458
223	9731	42403
224	9772	42349
225	9818	42314
226	9859	42263
227	9901	42209
228	9942	42155
229	9982	42102
230	10023	42045
231	10063	41988
232	10103	41933
233	10144	41877
234	10184	41823
235	10231	41791
236	10277	41759
237	10319	41710
238	10360	41656
239	10401	41604
240	10441	41549
241	10483	41501
242	10524	41446
243	10564	41391
244	10605	41339
245	10647	41290
246	10689	41242
247	10729	41188
248	10769	41133
249	10816	41103
250	10857	41049
251	10897	40995
252	10938	40944
253	10978	40889
254	11020	40840
255	11061	40790
256	11103	40741
257	11143	40687
258	11184	40635
259	11230	40603
260	11290	40618
261	11342	40606
262	11382	40553
263	11422	40498
264	11463	40445
265	11503	40390
266	11543	40337
267	11583	40282
268	11623	40229
269	11665	40179
270	11705	40126
271	11746	40074
272	11786	40023
273	11831	39984
274	11871	39931
275	11912	39880
276	11953	39832
277	11994	39779
278	12034	39728
279	12075	39675
280	12115	39623
281	12156	39571
282	12196	39519
283	12239	39476
284	12290	39458
285	12336	39424
286	12376	39372
287	12416	39318
288	12456	39266
289	12497	39215
290	12537	39163
291	12577	39110
292	12617	39059
293	12659	39012
294	12700	38962
295	12740	38910
296	12783	38867
297	12824	38816
298	12872	38789
299	12912	38737
300	12952	38686
301	12993	38635
302	13033	38585
303	13074	38536
304	13115	38486
305	13156	38437
306	13197	38389
307	13238	38340
308	13290	38322
309	13337	38292
310	13378	38242
311	13419	38193
312	13459	38143
313	13500	38093
314	13540	38041
315	13580	37991
316	13620	37940
317	13663	37895
318	13703	37845
319	13743	37795
320	13784	37746
321	13825	37697
322	13872	37665
323	13912	37614
324	13952	37563
325	13992	37512
326	14032	37463
327	14073	37414
328	14113	37365
329	14154	37316
330	14194	37266
331	14235	37218
332	14276	37170
333	14325	37144
334	14372	37110
335	14413	37062
336	14454	37014
337	14494	36965
338	14535	36918
339	14576	36870
340	14617	36821
341	14658	36775
342	14699	36726
343	14739	36677
344	14779	36627
345	14820	36579
346	14860	36529
347	14906	36496
348	14947	36447
349	14987	36397
350	15027	36348
351	15067	36298
352	15108	36251
353	15148	36202
354	15188	36153
355	15231	36109
356	15272	36063
357	15315	36022
358	15361	35986
359	15402	35939
360	15442	35889
361	15482	35840
362	15523	35793
363	15563	35744
364	15604	35696
365	15644	35648
366	15686	35603
367	15726	35556
368	15766	35507
369	15806	35458
370	15847	35410
371	15887	35362
372	15935	35331
373	15975	35283
374	16016	35235
375	16056	35187
376	16097	35140
377	16138	35095
378	16178	35047
379	16219	34999
380	16260	34953
381	16300	34905
382	16344	34864
383	16405	34861
384	16450	34823
385	16490	34774
386	16530	34726
387	16570	34679
388	16610	34630
389	16653	34587
390	16694	34541
391	16735	34496
392	16777	34450
393	16818	34404
394	16858	34356
395	16899	34310
396	16948	34280
397	16988	34233
398	17029	34186
399	17071	34142
400	17111	34095
401	17152	34048
402	17193	34003
403	17234	33956
404	17274	33909
405	17315	33864
406	17359	33824
407	17412	33800
408	17453	33754
409	17493	33706
410	17534	33660
411	17574	33614
412	17615	33567
413	17658	33525
414	17699	33479
415	17739	33432
416	17780	33385
417	17820	33338
418	17860	33291
419	17900	33244
420	17941	33198
421	17989	33164
422	18029	33117
423	18069	33070
424	18110	33024
425	18150	32978
426	18191	32932
427	18231	32884
428	18271	32838
429	18312	32792
430	18353	32746
431	18402	32715
432	18450	32682
433	18490	32635
434	18530	32588
435	18571	32542
436	18611	32495
437	18652	32450
438	18693	32404
439	18733	32358
440	18773	32311
441	18813	32264
442	18854	32217
443	18894	32171
444	18934	32125
445	18982	32091
446	19022	32045
447	19063	31999
448	19103	31953
449	19144	31907
450	19185	31861
451	19225	31816
452	19266	31771
453	19308	31726
454	19347	31679
455	19388	31633
456	19435	31598
457	19478	31556
458	19519	31512
459	19559	31465
460	19599	31418
461	19639	31372
462	19681	31328
463	19721	31282
464	19760	31235
465	19801	31188
466	19840	31142
467	19881	31095
468	19931	31065
469	19976	31027
470	20029	31000
471	20072	30959
472	20124	30931
473	20166	30888
474	20210	30846
475	20251	30803
476	20292	30758
477	20333	30712
478	20373	30666
479	20413	30620
480	20454	30574
481	20494	30529
482	20538	30488
483	20585	30453
484	20626	30407
485	20669	30365
486	20709	30319
487	20749	30273
488	20790	30228
489	20830	30183
490	20870	30137
491	20911	30091
492	20951	30046
493	20994	30003
494	21042	29970
495	21083	29924
496	21124	29880
497	21164	29834
498	21205	29789
499	21246	29744
500	21286	29699
501	21327	29654
502	21367	29608
503	21396	29547
504	21437	29502
505	21485	29467
506	21546	29451
507	21586	29405
508	21626	29359
509	21672	29321
510	21713	29276
511	21752	29230
512	21792	29184
513	21832	29138
514	21872	29092
515	21912	29046
516	21952	29001
517	21993	28956
518	22033	28911
519	22085	28880
520	22127	28837
521	22149	28768
522	22191	28725
523	22233	28683
524	22275	28639
525	22315	28594
526	22355	28548
527	22395	28503
528	22435	28458
529	22477	28414
530	22537	28394
531	22579	28351
532	22628	28318
533	22671	28275
534	22711	28230
535	22752	28185
536	22792	28140
537	22832	28094
538	22872	28049
539	22912	28004
540	22954	27960
541	22994	27915
542	23034	27870
543	23082	27835
544	23125	27793
545	23165	27747
546	23205	27702
547	23245	27657
548	23285	27612
549	23326	27567
550	23366	27521
551	23406	27476
552	23446	27431
553	23485	27385
554	23535	27351
555	23579	27311
556	23618	27265
557	23662	27224
558	23702	27179
559	23743	27135
560	23783	27090
561	23823	27045
562	23863	27000
563	23903	26955
564	23943	26910
565	23983	26865
566	24023	26820
567	24063	26775
568	24119	26747
569	24159	26702
570	24200	26659
571	24241	26615
572	24281	26570
573	24322	26525
574	24362	26481
575	24403	26436
576	24443	26391
577	24483	26347
578	24523	26301
579	24573	26267
580	24616	26226
581	24658	26183
582	24699	26140
583	24739	26095
584	24779	26050
585	24820	26006
586	24860	25962
587	24900	25917
588	24941	25872
589	24980	25827
590	25021	25783
591	25061	25739
592	25103	25695
593	25160	25668
594	25200	25624
595	25241	25580
596	25281	25536
597	25323	25492
598	25363	25448
599	25431	25431
600	25471	25387
601	25511	25342
602	25561	25307
603	25604	25265
604	25647	25223
605	25688	25179
606	25728	25135
607	25768	25090
608	25808	25045
609	25847	25000
610	25887	24955
611	25928	24911
612	25968	24867
613	26008	24822
614	26049	24778
615	26089	24733
616	26140	24700
617	26181	24656
618	26222	24612
619	26263	24568
620	26303	24524
621	26343	24480
622	26385	24437
623	26426	24393
624	26466	24349
625	26505	24304
626	26546	24259
627	26597	24226
628	26642	24185
629	26683	24141
630	26723	24097
631	26763	24053
632	26803	24008
633	26843	23964
634	26884	23920
635	26924	23876
636	26964	23831
637	27003	23787
638	27043	23742
639	27083	23698
640	27127	23657
641	27182	23625
642	27223	23582
643	27263	23537
644	27303	23493
645	27344	23449
646	27383	23405
647	27424	23361
648	27464	23317
649	27504	23273
650	27544	23228
651	27585	23185
652	27636	23150
653	27696	23122
654	27736	23078
655	27777	23034
656	27818	22991
657	27858	22947
658	27898	22903
659	27938	22858
660	27978	22814
661	28018	22770
662	28058	22726
663	28099	22683
664	28140	22638
665	28193	22605
666	28237	22564
667	28278	22521
668	28318	22477
669	28358	22433
670	28398	22388
671	28440	22346
672	28481	22302
673	28530	22265
674	28570	22221
675	28614	22180
676	28662	22142
677	28709	22103
678	28750	22060
679	28790	22016
680	28830	21972
681	28870	21928
682	28911	21884
683	28950	21840
684	28991	21796
685	29031	21752
686	29071	21708
687	29111	21664
688	29151	21620
689	29191	21575
690	29245	21542
691	29286	21499
692	29326	21455
693	29367	21411
694	29407	21368
695	29447	21324
696	29486	21279
697	29527	21235
698	29569	21193
699	29609	21149
700	29660	21113
701	29709	21076
702	29766	21044
703	29806	21000
704	29846	20955
705	29886	20911
706	29926	20868
707	29966	20824
708	30006	20780
709	30046	20736
710	30086	20692
711	30126	20648
712	30167	20604
713	30207	20561
714	30262	20527
715	30302	20483
716	30342	20439
717	30382	20395
718	30422	20352
719	30462	20308
720	30503	20264
721	30543	20221
722	30583	20177
723	30626	20135
724	30667	20092
725	30719	20056
726	30761	20013
727	30801	19969
728	30841	19926
729	30882	19882
730	30922	19839
731	30962	19795
732	31003	19752
733	31044	19709
734	31085	19666
735	31125	19622
736	31165	19578
737	31206	19535
738	31247	19492
739	31301	19457
740	31341	19414
741	31385	19372
742	31424	19328
743	31464	19284
744	31505	19241
745	31545	19198
746	31594	19159
747	31638	19118
748	31679	19075
749	31728	19037
750	31773	18996
751	31813	18952
752	31853	18909
753	31893	18865
754	31933	18821
755	31973	18778
756	32013	18734
757	32053	18690
758	32095	18648
759	32135	18604
760	32175	18561
761	32216	18518
762	32256	18474
763	32314	18441
764	32354	18397
765	32395	18354
766	32435	18311
767	32475	18267
768	32515	18223
769	32555	18180
770	32595	18136
771	32640	18095
772	32681	18053
773	32722	18009
774	32768	17969
775	32812	17928
776	32853	17885
777	32895	17842
778	32936	17799
779	32976	17756
780	33016	17713
781	33057	17670
782	33098	17627
783	33138	17583
784	33178	17540
785	33219	17497
786	33258	17453
787	33299	17410
788	33546	17474
789	33591	17433
790	33634	17391
791	33675	17347
792	33716	17304
793	33756	17260
794	33796	17217
795	33836	17173
796	33877	17129
797	33918	17086
798	33959	17043
799	34005	17002
800	34047	16959
801	34087	16916
802	34128	16872
803	34168	16829
804	34209	16786
805	34249	16742
806	34289	16698
807	34330	16655
808	34370	16611
809	34410	16568
810	34450	16524
811	34491	16480
812	34531	16437
813	34589	16402
814	34633	16360
815	34674	16317
816	34714	16273
817	34754	16230
818	34795	16186
819	34835	16143
820	34875	16099
821	34915	16056
822	34956	16012
823	35000	15970
824	35043	15928
825	35083	15885
826	35124	15842
827	35165	15798
828	35205	15755
829	35246	15712
830	35286	15668
831	35327	15625
832	35367	15582
833	35408	15538
834	35448	15495
835	35488	15451
836	35528	15408
837	35569	15365
838	35626	15329
839	35666	15285
840	35706	15242
841	35746	15198
842	35787	15155
843	35826	15111
844	35866	15068
845	35906	15024
846	35946	14981
847	35986	14937
848	36035	14898
849	36099	14864
850	36145	14823
851	36186	14780
852	36228	14737
853	36269	14694
854	36309	14651
855	36349	14607
856	36389	14564
857	36430	14521
858	36470	14477
859	36510	14434
860	36552	14391
861	36592	14348
862	36652	14312
863	36692	14269
864	36733	14226
865	36774	14183
866	36814	14139
867	36855	14096
868	36895	14053
869	36935	14009
870	36975	13966
871	37015	13923
872	37055	13879
873	37106	13840
874	37152	13799
875	37193	13756
876	37233	13713
877	37274	13670
878	37314	13626
879	37354	13583
880	37394	13540
881	37436	13497
882	37475	13454
883	37517	13411
884	37557	13368
885	37598	13325
886	37639	13282
887	37700	13246
888	37743	13203
889	37783	13160
890	37824	13117
891	37864	13074
892	37904	13030
893	37944	12987
894	37998	12949
895	38038	12906
896	38079	12862
897	38126	12822
898	38171	12780
899	38212	12737
900	38252	12694
901	38293	12651
902	38333	12608
903	38374	12565
904	38414	12521
905	38454	12478
906	38494	12435
907	38534	12392
908	38574	12348
909	38616	12306
910	38656	12263
911	38713	12225
912	38756	12182
913	38796	12139
914	38837	12096
915	38877	12053
916	38918	12010
917	38958	11967
918	38998	11924
919	39038	11881
920	39078	11838
921	39119	11795
922	39170	11755
923	39213	11712
924	39253	11670
925	39293	11626
926	39333	11583
927	39373	11540
928	39413	11497
929	39452	11454
930	39492	11410
931	39532	11367
932	39572	11324
933	39614	11282
934	39655	11239
935	39695	11196
936	39752	11157
937	39793	11114
938	39833	11071
939	39873	11028
940	39914	10986
941	39955	10943
942	39995	10900
943	40034	10856
944	40075	10813
945	40116	10771
946	40155	10728
947	40207	10688
948	40250	10645
949	40291	10602
950	40331	10559
951	40371	10516
952	40412	10474
953	40453	10431
954	40493	10388
955	40534	10345
956	40574	10302
957	40616	10260
958	40656	10217
959	40697	10174
960	40736	10131
961	40796	10093
962	40836	10049
963	40876	10007
964	40916	9964
965	40957	9921
966	40997	9878
967	41037	9835
968	41078	9792
969	41118	9749
970	41158	9706
971	41201	9664
972	41250	9623
973	41291	9581
974	41332	9538
975	41371	9495
976	41412	9452
977	41452	9409
978	41492	9366
979	41532	9323
980	41572	9280
981	41613	9238
982	41653	9195
983	41693	9152
984	41734	9109
985	41774	9066
986	41834	9028
987	41874	8985
988	41914	8942
989	41954	8899
990	41994	8856
991	42034	8813
992	42074	8770
993	42129	8731
994	42169	8688
995	42210	8645
996	42258	8604
997	42318	8565
998	42362	8523
999	42402	8480
1000	42441	8437
1001	42481	8394
1002	42521	8351
1003	42561	8308
1004	42605	8266
1005	42645	8223
1006	42686	8181
1007	42726	8138
1008	42766	8095
1009	42806	8052
1010	42866	8013
1011	42905	7970
1012	42946	7927
1013	42985	7884
1014	43025	7842
1015	43066	7799
1016	43106	7756
1017	43146	7713
1018	43186	7671
1019	43226	7628
1020	43267	7585
1021	43313	7543
1022	43361	7502
1023	43401	7459
1024	43442	7416
1025	43481	7374
1026	43521	7331
1027	43561	7288
1028	43602	7245
1029	43642	7203
1030	43682	7160
1031	43722	7117
1032	43762	7074
1033	43802	7032
1034	43842	6989
1035	43903	6950
1036	43943	6907
1037	43983	6864
1038	44023	6821
1039	44063	6778
1040	44104	6736
1041	44144	6693
1042	44184	6650
1043	44228	6608
1044	44268	6566
1045	44308	6523
1046	44360	6482
1047	44402	6440
1048	44443	6397
1049	44482	6354
1050	44522	6311
1051	44563	6269
1052	44606	6227
1053	44647	6184
1054	44687	6141
1055	44728	6099
1056	44768	6056
1057	44808	6014
1058	44848	5971
1059	44888	5928
1060	44950	5888
1061	44990	5846
1062	45030	5803
1063	45070	5760
1064	45111	5718
1065	45151	5675
1066	45192	5633
1067	45232	5590
1068	45273	5547
1069	45312	5505
1070	45353	5462
1071	45406	5421
1072	45448	5379
1073	45488	5336
1074	45528	5294
1075	45569	5251
1076	45610	5209
1077	45651	5166
1078	45690	5123
1079	45730	5081
1080	45770	5038
1081	45810	4995
1082	45850	4953
1083	45890	4910
1084	45930	4868
1085	45991	4827
1086	46031	4785
1087	46071	4742
1088	46111	4700
1089	46151	4657
1090	46191	4614
1091	46232	4572
1092	46279	4530
1093	46320	4488
1094	46360	4445
1095	46404	4403
1096	46453	4361
1097	46494	4319
1098	46535	4276
1099	46575	4234
1100	46619	4191
1101	46659	4149
1102	46700	4106
1103	46739	4064
1104	46780	4021
1105	46820	3979
1106	46860	3936
1107	46900	3894
1108	46940	3851
1109	46999	3810
1110	47046	3768
1111	47087	3726
1112	47126	3683
1113	47166	3641
1114	47206	3598
1115	47246	3556
1116	47285	3513
1117	47325	3471
1118	47365	3428
1119	47405	3386
1120	47451	3344
1121	47498	3302
1122	47539	3259
1123	47580	3217
1124	47621	3174
1125	47661	3132
1126	47701	3089
1127	47740	3047
1128	47780	3004
1129	47820	2962
1130	47860	2919
1131	47900	2877
1132	47941	2835
1133	47981	2792
1134	48047	2751
1135	48088	2709
1136	48129	2666
1137	48169	2624
1138	48209	2581
1139	48249	2539
1140	48290	2497
1141	48330	2454
1142	48370	2412
1143	48410	2369
1144	48449	2327
1145	48495	2285
1146	48555	2243
1147	48601	2201
1148	48642	2159
1149	48682	2116
1150	48722	2074
1151	48762	2031
1152	48801	1989
1153	48841	1946
1154	48881	1904
1155	48920	1862
1156	48961	1819
1157	49001	1777
1158	49042	1734
1159	49111	1693
1160	49152	1651
1161	49192	1608
1162	49232	1566
1163	49272	1523
1164	49312	1481
1165	49352	1439
1166	49392	1396
1167	49433	1354
1168	49472	1311
1169	49513	1269
1170	49563	1227
1171	49611	1185
1172	49652	1142
1173	49692	1100
1174	49733	1058
1175	49773	1015
1176	49814	973
1177	49853	931
1178	49894	888
1179	49933	846
1180	49973	803
1181	50013	761
1182	50053	719
1183	50094	676
1184	50159	634
1185	50201	592
1186	50243	550
1187	50284	507
1188	50324	465
1189	50366	423
1190	50409	380
1191	50451	338
1192	50491	296
1193	50533	253
1194	50574	211
1195	50621	169
1196	50661	126
1197	50700	84
1198	50741	42
1199	50781	0
